Word,"CONTROL_SOBOLEVSKY","KIREEVSKY","PESENNIKI","RUSCORPORA","RUSSKIE_PESNI","SOBOLEVSKY"
"угрюмый",0.0166903113,0.004018808,0,0.0214089211,0,0.0047762061
"молиться",0.0166903113,0.0128601857,0.0048863914,0.018037016,0.0090391395,0.013373377
"племя",0.0417257782,0.0184865169,0.0342047398,0.0142369325,0.0108469674,0.0229257892
"солнышко",0.0417257782,0.0417956034,0.0537503054,0.0049775742,0.1536653711,0.0343886838
"нету",0.0667612451,0.0450106498,0.024431957,0.0036930389,0.0397722137,0.0500546398
"ретивый",0.0667612451,0.034561749,0.0342047398,0.0051916634,0.1102775016,0.0393559382
"безумный",0.0041725778,0,0.0048863914,0.0224258448,0.0054234837,0.0009552412
"частый",0.0542435116,0.0683197364,0.0586366968,0.0022479367,0.0198861068,0.0508188328
"высота",0,0,0,0.0225864118,0.0054234837,0.0005731447
"проводить",0.0250354669,0.0168789937,0,0.0150397671,0.0162704511,0.021206355
"воспоминание",0,0,0,0.022800501,0.0018078279,0
"скорбь",0,0.0008037616,0,0.0219976664,0.0126547953,0.0015283859
"нестись",0,0.0032150464,0,0.0219976664,0.0090391395,0.0011462895
"есть",0.0292080447,0.0168789937,0.0146591742,0.0127383081,0.0072313116,0.029039333
"против",0.0292080447,0.0289354178,0.024431957,0.0129523973,0.0108469674,0.0246452234
"таков",0.0166903113,0.0184865169,0.0390911312,0.0131664865,0.0162704511,0.0257915129
"шляпа",0.0292080447,0.0369730338,0.0097727828,0.0057268864,0.0054234837,0.0496725433
"ключ",0.0292080447,0.0225053249,0.0293183484,0.0133270534,0.0108469674,0.0244541752
"песок",0.0125177335,0.0321504642,0.0195455656,0.0119354735,0.0144626232,0.0278930436
"сладко",0,0.0072338544,0.0097727828,0.0200173412,0.0325409021,0.0040120131
"ступать",0.0292080447,0.0152714705,0.0342047398,0.0138622764,0.0072313116,0.0244541752
"хлеб",0.0166903113,0.0136639473,0.0048863914,0.0130594419,0.0198861068,0.0280840918
"пока",0,0.0120564241,0.0146591742,0.0198567743,0.0072313116,0.0057314473
"скакать",0.0166903113,0.0152714705,0.0195455656,0.0147721556,0.0162704511,0.021206355
"вор",0.0041725778,0.0626934051,0.0195455656,0.0069043771,0.0036156558,0.0397380346
"мила",0.0584160895,0,0.073295871,0.0071719886,0.0289252463,0.0464247232
"пленять",0,0,0.0048863914,0.0223723225,0.0036156558,0.0001910482
"вдова",0.0584160895,0.0522445043,0.0342047398,0.0048705295,0.0072313116,0.0458515784
"рассказывать",0.0166903113,0.0088413776,0,0.0164848692,0.0307330742,0.0154749077
"забвение",0,0,0,0.0224258448,0.0018078279,0
"поставлять",0.0333806225,0.0192902785,0.0195455656,0.0123101296,0.0072313116,0.02827514
"пьяный",0.0333806225,0.0329542258,0.0537503054,0.0078677785,0.0072313116,0.0395469864
"весть",0.0125177335,0.0136639473,0.0146591742,0.0160031685,0.0415800416,0.0137554735
"нибудь",0,0.0016075232,0,0.0212483542,0.0126547953,0.0021015307
"приводить",0.0041725778,0.0200940401,0.0195455656,0.0138622764,0.0108469674,0.0233078857
"серый",0.0083451556,0.0281316562,0.0048863914,0.0090987915,0.0054234837,0.0393559382
"господин",0.0041725778,0.0168789937,0.0195455656,0.0148256779,0.0036156558,0.021206355
"легко",0,0.0016075232,0.0048863914,0.0202314304,0.0235017626,0.0042030614
"семья",0.0292080447,0.0064300928,0.0048863914,0.018732806,0.0036156558,0.0089792674
"сладостный",0,0,0,0.0218906218,0.0108469674,0
"блаженный",0,0,0,0.0220511887,0.0036156558,0
"воспевать",0.0166903113,0.0120564241,0.0537503054,0.0159496462,0,0.0164301489
"дыхание",0,0,0.0048863914,0.0219441441,0.0054234837,0
"забава",0,0.0120564241,0.0146591742,0.0201243858,0.0036156558,0.0034388684
"мед",0.0125177335,0.0474219347,0.0293183484,0.0087241353,0.0036156558,0.0345797321
"пыль",0.0083451556,0.0128601857,0.0048863914,0.0190539398,0.0235017626,0.0049672543
"юность",0,0,0,0.0216765326,0.0162704511,0
"ад",0,0.0016075232,0,0.0217300549,0,0.0009552412
"отчизна",0,0,0,0.0218906218,0.0072313116,0
"сияние",0,0,0,0.0219976664,0.0018078279,0.0001910482
"спокойный",0,0.0008037616,0,0.0218370995,0.0036156558,0.0003820965
"щит",0,0.0008037616,0,0.0217300549,0.0090391395,0
"изменять",0,0.0032150464,0.024431957,0.0199638189,0.0307330742,0.0021015307
"родина",0,0.0048225696,0,0.0195891628,0.0488113532,0.0021015307
"скрываться",0,0.0056263312,0.0097727828,0.0193215513,0.0307330742,0.0043941096
"близко",0.0083451556,0.0192902785,0.0146591742,0.0153073786,0.0054234837,0.0173853902
"стремиться",0,0,0,0.0217835772,0.0036156558,0
"искусство",0,0,0,0.0218370995,0,0
"битва",0,0,0,0.0216230103,0.0036156558,0.0001910482
"жестокий",0,0.0008037616,0.0195455656,0.020499042,0.0325409021,0.0001910482
"скука",0.0208628891,0.008037616,0.0097727828,0.0183046275,0.0162704511,0.0074508815
"слабый",0,0,0,0.0217300549,0.0018078279,0
"даль",0,0.0032150464,0,0.0196426851,0.0235017626,0.0042030614
"призрак",0,0,0,0.0216765326,0.0018078279,0
"румяный",0.0250354669,0.0393843186,0.048863914,0.0119354735,0.0054234837,0.021970548
"объятие",0,0,0,0.0214624434,0.0072313116,0
"рыцарь",0,0,0,0.0216765326,0,0
"бранить",0.0876241342,0.0377767954,0.0195455656,0.007064944,0.0162704511,0.0364902145
"глухой",0,0.0016075232,0,0.0204455196,0.0126547953,0.0024836272
"таинственный",0,0,0,0.0216230103,0,0
"дно",0.0083451556,0.0064300928,0,0.0176088376,0.0108469674,0.0110807981
"невольно",0,0.0008037616,0,0.0213553988,0.0054234837,0
"сие",0,0.0024112848,0.0097727828,0.0198567743,0.0072313116,0.0042030614
"ужас",0,0.0008037616,0,0.0214624434,0,0
"бережок",0.0542435116,0.0618896435,0.0390911312,0.0003211338,0.0090391395,0.0557860871
"кручина",0.1084870233,0.0353655106,0.0537503054,0.0048705295,0.0921992226,0.0340065873
"предо",0,0.004018808,0,0.0204455196,0.0108469674,0.0015283859
"се",0.0083451556,0.0008037616,0.0048863914,0.0201779081,0,0.0038209649
"суровый",0,0.0008037616,0.0097727828,0.0209272204,0.0054234837,0.000764193
"оба",0,0.008037616,0,0.0197497297,0.0036156558,0.0036299166
"совсем",0,0.0096451393,0.0048863914,0.018732806,0.0126547953,0.0057314473
"холостой",0.0584160895,0.0546557891,0.0586366968,0.0009634014,0.0108469674,0.0538756047
"лихой",0.0542435116,0.0152714705,0.0097727828,0.011132639,0.0379643858,0.0257915129
"стадо",0.0125177335,0.0088413776,0.048863914,0.0171271369,0.0180782789,0.0084061227
"бессмертный",0,0,0,0.0211413096,0.0018078279,0
"длинный",0,0,0,0.0203919973,0.0126547953,0.0015283859
"сюда",0.0125177335,0.0104489009,0.024431957,0.0152538563,0.0072313116,0.0164301489
"глупый",0.0292080447,0.0200940401,0.0048863914,0.0141834102,0.0072313116,0.0177674866
"сторонушка",0.1335224902,0.0522445043,0.0390911312,0.0003746561,0.0506191811,0.0487173021
"чувствовать",0,0.0032150464,0.0048863914,0.0202849527,0.0036156558,0.0017194342
"боле",0.0125177335,0.0008037616,0.0048863914,0.0193750736,0.0126547953,0.0038209649
"голубь",0.137695068,0.0442068882,0.073295871,0.0038000835,0.0162704511,0.0403111794
"маленький",0.0125177335,0.0337579874,0.0048863914,0.0093128807,0.0108469674,0.0320961049
"блестящий",0,0,0,0.0208736981,0.0054234837,0
"невеста",0.0417257782,0.008037616,0,0.0117213843,0.03434873,0.0257915129
"доля",0.0041725778,0.0160752321,0,0.01627078,0.0705052879,0.0053493508
"приезжать",0.0834515564,0.0208978017,0.0293183484,0.0082959569,0.0090391395,0.0343886838
"чудесный",0,0,0,0.0209272204,0.0018078279,0
"совет",0.0208628891,0.0112526625,0.0097727828,0.0174482707,0.0018078279,0.0082150745
"вздох",0.0041725778,0.0128601857,0.0097727828,0.0174482707,0.03434873,0.0049672543
"коль",0,0.0024112848,0.0293183484,0.018732806,0.0470035253,0.0009552412
"встреча",0.0250354669,0.0120564241,0.0097727828,0.0122566073,0.0090391395,0.0252183681
"глубина",0,0.0008037616,0,0.020499042,0.0054234837,0.0003820965
"зайти",0.0166903113,0.0474219347,0.0146591742,0.0053522303,0.0090391395,0.0414574688
"наставать",0,0.0048225696,0,0.0188398506,0.0271174184,0.0028657237
"окошечко",0.0625886673,0.0538520275,0.0635230882,0.0004817007,0.0198861068,0.0521561705
"замок",0,0.0064300928,0,0.0189468952,0.0036156558,0.0043941096
"томный",0,0.0008037616,0.0048863914,0.0200173412,0.0144626232,0.0003820965
"ухо",0.0041725778,0.0008037616,0.0146591742,0.0183581498,0.0090391395,0.006304592
"бор",0.045898356,0.0369730338,0.0146591742,0.0084565238,0.0451956974,0.0271288506
"истина",0,0.0016075232,0.0048863914,0.0188933729,0.0018078279,0.0053493508
"платок",0.0208628891,0.0578708355,0.024431957,0.0044958734,0.0072313116,0.0410753724
"худой",0.0667612451,0.038580557,0.0195455656,0.0057268864,0.0036156558,0.0397380346
"черта",0,0,0.0048863914,0.0203919973,0,0.0005731447
"баба",0.0292080447,0.0208978017,0.0830686538,0.0051916634,0.0090391395,0.0443231925
"грустно",0.0041725778,0.0120564241,0.0097727828,0.0162172577,0.0614661484,0.0055403991
"покров",0,0.0032150464,0,0.0198567743,0.0018078279,0.0015283859
"ванюша",0.0125177335,0.0715347828,0,0.0007493122,0,0.0529203635
"картина",0,0.0008037616,0,0.0202314304,0,0.000764193
"смех",0.0083451556,0.0008037616,0.0146591742,0.0189468952,0.0090391395,0.0034388684
"деревня",0.0333806225,0.0241128481,0.0537503054,0.0102227598,0.0126547953,0.0257915129
"чрез",0.0041725778,0.0032150464,0.0048863914,0.0174482707,0.0108469674,0.0084061227
"исполнять",0,0.0016075232,0,0.0197497297,0.0036156558,0.0015283859
"сверкать",0.0041725778,0,0,0.0201779081,0.0036156558,0.0001910482
"достойный",0,0,0,0.020338475,0,0
"русь",0,0.0088413776,0.0195455656,0.0161102131,0.0325409021,0.0084061227
"ведать",0.0125177335,0.0112526625,0.0146591742,0.0127383081,0.0397722137,0.0185316796
"хотеться",0.0166903113,0.034561749,0.0048863914,0.0092058361,0.0325409021,0.0263646576
"молчание",0,0,0,0.0200708635,0,0
"страшно",0,0,0,0.019803252,0.0054234837,0.0003820965
"безмолвный",0,0,0,0.0199102966,0.0018078279,0
"волк",0.0083451556,0.0104489009,0,0.0163778246,0.0180782789,0.0080240262
"крепкий",0.0166903113,0.0160752321,0.024431957,0.0117749066,0.0488113532,0.0185316796
"вон",0.0166903113,0.0249166097,0.0537503054,0.0115608174,0.0108469674,0.0198690173
"полк",0,0.0273278945,0,0.0122566073,0,0.0206332103
"довольно",0.0041725778,0.0024112848,0.0048863914,0.0184116721,0.0054234837,0.0034388684
"служба",0,0.0168789937,0.0097727828,0.0095269699,0.0198861068,0.0301856225
"четыре",0.0417257782,0.0417956034,0.0195455656,0.0062621094,0.0108469674,0.0345797321
"сударь",0.0500709338,0.0409918418,0.048863914,0.002836682,0.0090391395,0.045469482
"дуня",0,0.0474219347,0,0.0003211338,0.03434873,0.0542577012
"ерема",0,0.0200940401,0,0,0,0.0655295475
"кость",0.0041725778,0.0024112848,0.0097727828,0.0176088376,0.0054234837,0.0057314473
"фома",0,0,0,0.000535223,0,0.0682042229
"вслед",0.0041725778,0.0008037616,0,0.0172341815,0.0072313116,0.0072598333
"подумать",0.0166903113,0.0168789937,0.0146591742,0.0131664865,0.0108469674,0.0164301489
"россия",0,0.004018808,0,0.0191609844,0,0.0005731447
"свекор",0.0876241342,0,0.0293183484,0.0003211338,0.0018078279,0.0634280168
"стан",0.0041725778,0.0008037616,0.0048863914,0.0184651944,0.0072313116,0.0024836272
"вождь",0,0,0,0.0194821182,0,0
"ловить",0.0208628891,0.0144677089,0.024431957,0.013434098,0.0054234837,0.015665956
"жребий",0,0,0,0.019268029,0.0036156558,0.0001910482
"садик",0.1293499124,0.0675159748,0.0195455656,0.0009634014,0.0108469674,0.0420306136
"удел",0,0,0,0.0191609844,0.0072313116,0.0001910482
"лев",0,0,0,0.019268029,0,0.0003820965
"нейти",0.0375532004,0.0361692722,0.0439775226,0.0047099626,0.0198861068,0.0382096487
"помогать",0.0375532004,0.0072338544,0.0146591742,0.0137552318,0.0126547953,0.0147107147
"суета",0,0,0,0.0192145067,0.0036156558,0
"цель",0,0,0,0.0193215513,0,0
"невинный",0,0,0,0.019268029,0,0
"болеть",0.0292080447,0.0506369811,0.0097727828,0.0024620259,0.0361565579,0.0422216618
"боярин",0.0417257782,0.0241128481,0.0293183484,0.0057804087,0.0090391395,0.0382096487
"кольцо",0.0166903113,0.0088413776,0,0.0106509382,0.0958148784,0.0175764384
"поздно",0,0.0265241329,0.024431957,0.0113467282,0.0325409021,0.0173853902
"постоять",0.0417257782,0.0225053249,0.0439775226,0.0079748231,0.0108469674,0.0299945742
"книга",0,0.0032150464,0,0.0184116721,0,0.0019104824
"подарить",0.0250354669,0.0225053249,0.0439775226,0.006369154,0.0379643858,0.0334334426
"воротиться",0.091796712,0.046618173,0.024431957,0.0058874533,0.0361565579,0.0271288506
"мгновение",0,0,0,0.0190539398,0.0018078279,0
"отдыхать",0.0041725778,0.0024112848,0,0.0172877038,0.0235017626,0.0032478201
"творение",0,0,0,0.0190539398,0.0018078279,0
"одевать",0.0166903113,0.0032150464,0.0097727828,0.0160031685,0.0126547953,0.0074508815
"реченька",0.045898356,0.046618173,0.0537503054,0.0004281784,0.0325409021,0.0475710126
"умный",0.0125177335,0.0056263312,0,0.0154679455,0.0072313116,0.0099345087
"колено",0.0083451556,0.0120564241,0.0048863914,0.0151468117,0.0018078279,0.0099345087
"лента",0.0625886673,0.0321504642,0.0342047398,0.0048705295,0.0451956974,0.0336244909
"проливать",0.0250354669,0.0128601857,0.0097727828,0.0142369325,0.0180782789,0.0103166051
"богиня",0,0,0,0.0188933729,0,0
"восток",0,0.0032150464,0,0.0183046275,0.0018078279,0.0011462895
"создание",0,0,0,0.0188933729,0,0
"восставать",0,0.0032150464,0,0.0170736146,0.0018078279,0.0053493508
"поди",0.0417257782,0.0337579874,0.0439775226,0.0036930389,0.0054234837,0.0416485171
"удар",0,0.0016075232,0,0.0183046275,0.0036156558,0.0009552412
"бывало",0,0.0024112848,0,0.0179834937,0.0090391395,0.0011462895
"веять",0,0.0032150464,0.0195455656,0.0160031685,0.0198861068,0.0061135438
"поклон",0.0125177335,0.0233090865,0,0.0118819512,0.0162704511,0.0166211972
"послушать",0.0083451556,0.0104489009,0.0195455656,0.0123636519,0.0108469674,0.0179585349
"рубль",0.0125177335,0.0217015633,0.024431957,0.0039606504,0.0018078279,0.0458515784
"ветвь",0,0.0024112848,0,0.0181440606,0.0054234837,0.000764193
"старина",0.0041725778,0,0,0.0175553153,0.0036156558,0.0034388684
"шатер",0.0083451556,0.0200940401,0,0.0103833267,0.0072313116,0.0236899822
"мечтание",0,0,0,0.0185722391,0.0018078279,0
"мольба",0,0,0,0.0184116721,0.0072313116,0
"мучение",0,0.0008037616,0.0146591742,0.0181440606,0.0018078279,0.0005731447
"нужда",0.0083451556,0.0088413776,0.0097727828,0.0164313469,0.0144626232,0.0032478201
"пустынный",0,0,0,0.0184651944,0.0036156558,0
"чисто",0.0417257782,0.0321504642,0.024431957,0.0032648605,0.0162704511,0.0424127101
"посадить",0.0125177335,0.0353655106,0.0195455656,0.0036930389,0.0072313116,0.0424127101
"разговор",0.0041725778,0.0064300928,0.0097727828,0.0163243023,0.0072313116,0.0049672543
"ребята",0.0083451556,0.0450106498,0.0293183484,0.0034789497,0.0036156558,0.0410753724
"случаться",0.0083451556,0.0032150464,0,0.0146115886,0.0090391395,0.0118449911
"сто",0,0.0152714705,0.0146591742,0.0126847858,0,0.0166211972
"древо",0.0083451556,0.0273278945,0,0.0128453527,0.0054234837,0.0126091841
"житие",0.0709338229,0.0241128481,0.048863914,0.0064226763,0.0271174184,0.0292303813
"сорвать",0.0125177335,0.030542941,0.0048863914,0.0099551483,0.0180782789,0.0204421621
"дарить",0.0208628891,0.0225053249,0.0097727828,0.0092058361,0.03434873,0.0225436927
"младенец",0,0.0008037616,0,0.0175553153,0.0018078279,0.0026746754
"близ",0.0083451556,0.0024112848,0,0.0169130477,0.0198861068,0.0021015307
"мечтать",0,0,0,0.0180905383,0.0090391395,0
"молить",0,0.0032150464,0,0.017501793,0.0072313116,0.0015283859
"приятный",0.0083451556,0.0072338544,0.0390911312,0.0163778246,0.0090391395,0.0024836272
"строгий",0,0.0008037616,0,0.0179834937,0.0018078279,0.0009552412
"ванюшка",0.0041725778,0.0498332195,0.0293183484,0.0001605669,0.0054234837,0.051009881
"завтра",0.0041725778,0.0112526625,0.0097727828,0.0148256779,0.0162704511,0.0074508815
"объять",0,0,0,0.0183046275,0,0
"смело",0,0.008037616,0.0048863914,0.0164313469,0.0072313116,0.0038209649
"пол",0.0166903113,0.0104489009,0.0048863914,0.0120425181,0.0054234837,0.0181495831
"село",0.0292080447,0.0200940401,0.0146591742,0.0102227598,0.0325409021,0.0183406314
"склонять",0,0.0024112848,0,0.0175553153,0.0090391395,0.000764193
"душечка",0.0500709338,0.046618173,0.0586366968,0.0003211338,0.0180782789,0.0460426267
"купец",0.0041725778,0.0393843186,0.0146591742,0.007600167,0.0162704511,0.0257915129
"озарять",0,0,0,0.0181440606,0,0
"былой",0.0041725778,0.0008037616,0.0048863914,0.0171271369,0.0235017626,0.0001910482
"выбирать",0.0500709338,0.0144677089,0.0097727828,0.006369154,0.0162704511,0.0338155391
"наука",0,0.0088413776,0,0.01696657,0,0.0017194342
"перстень",0.0292080447,0.0329542258,0.0146591742,0.0045493957,0.0198861068,0.0362991663
"вечор",0.0542435116,0.030542941,0.048863914,0.001231013,0.0180782789,0.0462336749
"вперед",0.0125177335,0.0088413776,0,0.0160566908,0.0036156558,0.0038209649
"дочка",0.091796712,0.0498332195,0.0146591742,0.0044423511,0.0090391395,0.0307587672
"несчастие",0.0125177335,0.0168789937,0.0342047398,0.0114537728,0.0144626232,0.0158570042
"рай",0,0.0016075232,0.0048863914,0.017501793,0.0090391395,0.0001910482
"собираться",0.045898356,0.0273278945,0.0195455656,0.0080818677,0.0325409021,0.0225436927
"горесть",0,0.0016075232,0.0293183484,0.0148256779,0.0578504926,0.0034388684
"навек",0,0.0016075232,0,0.0170200923,0.0271174184,0
"ножка",0.0292080447,0.0273278945,0.0390911312,0.0074931224,0.0054234837,0.0273198988
"одежда",0,0,0,0.0178229268,0.0018078279,0.0001910482
"глубоко",0.0041725778,0.0064300928,0.0048863914,0.0160566908,0.0090391395,0.0036299166
"должно",0,0,0,0.0176623599,0.0018078279,0.0005731447
"дунай",0.0375532004,0.038580557,0.0097727828,0.0042282619,0.0018078279,0.0372544075
"маша",0.0166903113,0.0578708355,0,0.0033183828,0.0126547953,0.036108118
"серебряный",0.0250354669,0.0225053249,0.0342047398,0.0071184663,0.0054234837,0.0299945742
"шаг",0,0,0.0048863914,0.017501793,0.0072313116,0.0003820965
"поцелуй",0.0125177335,0.0008037616,0,0.0140228433,0.0216939347,0.0105076534
"радостный",0,0.0128601857,0.0390911312,0.0146115886,0.0289252463,0.0038209649
"стыд",0,0.0032150464,0.0048863914,0.0164848692,0.0108469674,0.0026746754
"млада",0.0417257782,0,0.0390911312,0.0071719886,0.0108469674,0.0332423944
"письмо",0.0083451556,0.038580557,0.0390911312,0.0066367655,0.0036156558,0.02827514
"труп",0,0,0,0.0177694045,0,0
"близкий",0,0.0048225696,0.0097727828,0.0165383915,0.0126547953,0.0011462895
"борьба",0,0,0,0.0176623599,0,0
"ночка",0.045898356,0.0554595507,0.0537503054,0.0009634014,0.0253095905,0.0395469864
"трон",0,0,0.0048863914,0.0175553153,0,0.0001910482
"вселенная",0,0,0,0.017501793,0.0018078279,0.0001910482
"острый",0.0083451556,0.0104489009,0.0048863914,0.0126312634,0.0216939347,0.0124181358
"кабак",0.0166903113,0.0377767954,0.0342047398,0.0013915799,0.0018078279,0.0462336749
"мчаться",0,0,0,0.0172341815,0.0090391395,0
"судить",0,0.0265241329,0,0.0129523973,0.0090391395,0.0089792674
"видение",0,0,0,0.0173947484,0.0018078279,0
"утренний",0,0.0160752321,0.0048863914,0.0134876203,0.0090391395,0.0091703157
"долгий",0.0083451556,0.0120564241,0.0146591742,0.0135946649,0.0090391395,0.0087882192
"доставаться",0,0.0257203713,0.0537503054,0.0050310965,0.0162704511,0.0341976356
"потерять",0.0166903113,0.0184865169,0.0390911312,0.0107044605,0.0126547953,0.015665956
"столь",0.0041725778,0.0056263312,0,0.0160031685,0,0.0032478201
"больно",0.0333806225,0.0241128481,0.0146591742,0.0093128807,0.0144626232,0.0191048244
"звон",0,0.0008037616,0.0097727828,0.0168060031,0.0036156558,0.000764193
"звучать",0,0,0,0.0171271369,0.0054234837,0
"ударять",0.0166903113,0.0152714705,0.0097727828,0.0112932059,0.0090391395,0.015665956
"поклониться",0.0166903113,0.0281316562,0.0293183484,0.0074396001,0.0036156558,0.0259825611
"страстный",0,0.0008037616,0.0048863914,0.0163243023,0.0253095905,0.0001910482
"милая",0.0250354669,0.0281316562,0.024431957,0.0082424346,0.0397722137,0.0189137761
"ветерок",0.0083451556,0.0048225696,0,0.015200334,0.0198861068,0.0032478201
"долг",0.0250354669,0.0016075232,0,0.0152538563,0.0036156558,0.0047762061
"награда",0,0.0008037616,0.0097727828,0.0168060031,0.0036156558,0.0001910482
"плясать",0.0208628891,0.0176827553,0.0293183484,0.0076536893,0.0108469674,0.0263646576
"ужель",0,0,0,0.0168595254,0.0054234837,0.0003820965
"птичка",0.0083451556,0.0136639473,0.048863914,0.0116143397,0.0361565579,0.0101255569
"царевна",0,0.004018808,0,0.0128453527,0.0054234837,0.0135644253
"гнать",0.0083451556,0.0064300928,0.0048863914,0.0134876203,0.0198861068,0.0084061227
"пучина",0.0041725778,0.0016075232,0,0.0164313469,0.0036156558,0.0011462895
"сомнение",0,0,0,0.01696657,0.0018078279,0
"голубчик",0.0375532004,0.0626934051,0.0635230882,0.0014451022,0.0253095905,0.0336244909
"печь",0.0250354669,0.0281316562,0.0439775226,0.003532472,0.0072313116,0.037636504
"показывать",0,0.004018808,0.0048863914,0.0104903713,0.0144626232,0.0204421621
"провожать",0.0125177335,0.0409918418,0.0195455656,0.0063156317,0.0108469674,0.0256004646
"семь",0.0333806225,0.0297391794,0.0097727828,0.00813539,0.0036156558,0.021970548
"собака",0.0166903113,0.008037616,0.0342047398,0.0117213843,0.0018078279,0.0143286183
"будить",0.0292080447,0.0393843186,0.0195455656,0.0080283454,0.0072313116,0.0192958726
"написать",0,0.0208978017,0.0146591742,0.0102762821,0.0072313116,0.0171943419
"тревога",0,0,0,0.0167524808,0.0018078279,0.0001910482
"ус",0.0125177335,0.0217015633,0,0.0088847023,0.0072313116,0.021970548
"злоба",0,0.0008037616,0,0.0166989585,0.0018078279,0
"кровать",0.0751064007,0.0361692722,0.0928414366,0.0025155482,0.0018078279,0.0351528768
"манить",0.0041725778,0.0088413776,0.0146591742,0.0130594419,0.0235017626,0.0080240262
"свеча",0.0625886673,0.0289354178,0,0.00883118,0.0198861068,0.0166211972
"трепет",0,0,0,0.0166989585,0.0036156558,0
"крепко",0.0083451556,0.0120564241,0.024431957,0.0086170907,0.0180782789,0.0229257892
"кудрявый",0.0333806225,0.0321504642,0.0390911312,0.0059409756,0.0180782789,0.0259825611
"позволять",0.0083451556,0.0112526625,0.0146591742,0.011667862,0.0054234837,0.0139465218
"сильно",0,0.0048225696,0,0.0162172577,0.0036156558,0.0003820965
"горючий",0.0709338229,0.0377767954,0.024431957,0.0016056691,0.0470035253,0.0357260215
"рвать",0.0125177335,0.0160752321,0.0195455656,0.0080818677,0.0180782789,0.023498934
"горенка",0.0834515564,0.0498332195,0.0195455656,0.0002140892,0.0036156558,0.0416485171
"презирать",0,0,0,0.0164313469,0.0054234837,0
"головка",0.0125177335,0.0273278945,0.0195455656,0.0055663195,0.0162704511,0.0296124777
"жених",0.0041725778,0.0136639473,0.0146591742,0.0110791167,0.0216939347,0.0131823288
"ковер",0.0083451556,0.0072338544,0.0097727828,0.0083494792,0.0054234837,0.0261736094
"надевать",0.0083451556,0.0160752321,0.0097727828,0.0070114217,0.0126547953,0.0280840918
"расцветать",0,0.0208978017,0.0293183484,0.0117213843,0.0253095905,0.0084061227
"робкий",0,0,0,0.0163243023,0.0054234837,0.0001910482
"дон",0,0.0144677089,0.0097727828,0.0070114217,0.0090391395,0.029039333
"ле",0,0,0,0.0164848692,0,0
"молния",0,0,0,0.0158961239,0.0180782789,0.0001910482
"отчего",0.0250354669,0.0200940401,0.0048863914,0.0087776576,0.0451956974,0.0166211972
"береза",0.0333806225,0.0377767954,0.024431957,0.0051916634,0.0253095905,0.0259825611
"волос",0.0083451556,0.0088413776,0.0097727828,0.0113467282,0.0072313116,0.0145196665
"движение",0,0,0,0.0164313469,0,0
"поглядеть",0.0375532004,0.038580557,0.0439775226,0.0047099626,0.0108469674,0.0280840918
"подружка",0.0250354669,0.0417956034,0.0537503054,0.0018197583,0.0415800416,0.0345797321
"худо",0.0375532004,0.0281316562,0.0342047398,0.0068508548,0.0018078279,0.0242631269
"ласковый",0.045898356,0.0225053249,0.024431957,0.0059409756,0.0180782789,0.0269378023
"смиренный",0,0,0,0.0158426016,0,0.0019104824
"закричать",0.0083451556,0.0200940401,0.0097727828,0.007600167,0,0.0256004646
"поэзия",0,0,0,0.0163243023,0,0
"смелый",0,0,0,0.0160566908,0.0072313116,0.0001910482
"улыбаться",0,0.0024112848,0,0.0142904548,0.0361565579,0.0028657237
"вал",0,0.0008037616,0,0.0157890793,0.0108469674,0.0003820965
"висеть",0.0083451556,0.0072338544,0,0.0110791167,0.0072313116,0.015665956
"тосковать",0.0125177335,0.0056263312,0.0048863914,0.0114537728,0.0488113532,0.0099345087
"туманный",0,0,0,0.0156285124,0.0162704511,0.0003820965
"божественный",0,0,0,0.0161102131,0.0018078279,0
"ласка",0,0.0008037616,0.0097727828,0.014504544,0.0325409021,0.0019104824
"подниматься",0.0041725778,0.0120564241,0.0097727828,0.0124171742,0.0162704511,0.0082150745
"приют",0,0,0,0.015735557,0.0144626232,0
"сыр",0.0125177335,0.0289354178,0.0342047398,0.0031042936,0.0415800416,0.0334334426
"церковь",0.0041725778,0.0128601857,0.0048863914,0.0107579829,0.0108469674,0.0147107147
"поводить",0.0125177335,0.0016075232,0.0439775226,0.0047099626,0.0180782789,0.036108118
"разлучать",0.0417257782,0.0329542258,0.0146591742,0.0060480202,0.0415800416,0.021206355
"дитятко",0.1168321789,0.0490294579,0.0146591742,0.001231013,0.0235017626,0.0328602979
"душистый",0,0,0,0.0155749901,0.0144626232,0.0001910482
"любоваться",0.0083451556,0.0008037616,0,0.0142369325,0.0397722137,0.0017194342
"свидание",0,0,0.0048863914,0.0151468117,0.0162704511,0.0013373377
"столб",0.0041725778,0.0136639473,0.0146591742,0.0079748231,0.0090391395,0.0238810304
"узреть",0,0.0048225696,0,0.0155214678,0.0036156558,0.0003820965
"волга",0.0292080447,0.0401880802,0.0439775226,0.0042282619,0.0397722137,0.0252183681
"младость",0.0041725778,0.0032150464,0.0048863914,0.0143974994,0.0235017626,0.0021015307
"подобный",0,0,0,0.0158426016,0.0018078279,0.0003820965
"благословлять",0,0.0008037616,0.0048863914,0.0152538563,0.0018078279,0.0019104824
"бровь",0.0292080447,0.0313467026,0.0635230882,0.005833931,0.0108469674,0.0236899822
"взирать",0.0083451556,0.0032150464,0.0097727828,0.0143439771,0,0.0042030614
